tic,status,period_grid_searched,sectors,points,discovery_points,holdout_points,tmag,distance_pc,source_sha256
167812509,screened,True,18,57689,30627,27062,13.01,18.51,768d2c9da0feb44e749392f0fccdc76aec0b8d12006935ce92ec098af0dda729
168726017,screened,True,4,12618,6265,6353,11.62,18.05,14e29e93f5d208187d83435438372f5b9d572e4115fd52036cfc40a6bb06dec6
168767379,screened,True,4,11110,5096,6014,12.24,20.8,23e12557c362eb9b899f925e00998023e6e87df9e468aa78acf0b9f4083575d9
168873515,screened,True,4,12915,6761,6154,12.77,29.21,c5349a7ec1899d93ebb5200fdbf48849d30bdcf9c7d38501735ca1b559c81a78
169228466,screened,True,5,15824,3751,12073,13.68,23.41,85e8e803b030ae2cf951b5b0b2bcaa8fe2f4fa1934c96bd360ab3922bb1a1833
169747618,screened,True,5,14196,3667,10529,13.15,18.2,b510f74f6e749c60202e48510a3a591c4cfefade06b0de6dbd311708bd3fad9f
170636897,screened,True,5,14521,6182,8339,11.07,13.4,ad96acfb72c3878957345c2fbe7b317422ee3ed0b92852c2569c4a384b704623
171648455,screened,True,4,12752,9629,3123,13.46,17.29,b0615e795ee315a35ea35b2f855c08a1cd516ff3c2f7b5f0103d5fa34c299abe
172405494,screened,True,4,12289,6096,6193,12.62,26.85,71a5c7b4719287aeddf235a61b1dc66a9535d6a6e13a4ff2170021b8de8f8340
172994232,screened,True,2,6104,6104,0,13.91,40.02,a22ecc54e41208b0545b8644a19b042ada0740a617ba9b72029ffb1584067066
173614751,screened,True,2,4905,4905,0,13.81,42.07,e1be56b564a3ad50a1bc21f243ef3c916e81cf1be42ab354115ccf10920915ca
17470294,screened,True,4,9644,6254,3390,13.81,28.29,b5a4ccc03ad3fd00bf5182f35907232833453ba4ec4f65713b7269be3d6c19e4
175456846,screened,True,6,18487,5863,12624,13.83,29.26,49cc21048519b897e28f08d4ffae6a3d8109266b8773546d1e380699036dce75
175516858,screened,True,7,23915,6615,17300,12.53,14.26,c26a145ad27f5c5250fd7f9a43e25ca1d618e8a72822ef84fcfd776d3d10df3d
17562763,screened,True,4,9669,6257,3412,12.08,17.59,89e02159cb4023dbbea7c7996fc2670ccf682dd651e1aaa958aa0b509653c112
176935123,screened,True,18,59704,32213,27491,12.47,13.49,fe60ff294e43286ec7946f2499f5f249204e463954c66f1ccc83a4acb42f8477
176948652,screened,True,3,8703,5169,3534,13.55,35.78,37dccff148b9f514901805e08db7f26cc4eaadf30df8608d57c21977e7174796
176955267,screened,True,18,56766,29816,26950,11.36,22.98,b9dc3b60748763597ddbbfd0ef0d1e38b7666af510beca196117e63fb9a34dee
177036977,screened,True,18,58979,32230,26749,13.73,30.77,0ef7f0f142f1de20a1502273dbaca6664885e28720d3c4ad1cbc04eed313324f
177313167,screened,True,18,57666,31023,26643,12.88,34.39,e007ecf333aa1fbf52c79eb1b3be9c6ff51fcd8a375d5461372bb6c1e0247737
177385959,screened,True,18,56655,27558,29097,11.48,23.92,84f359697cec42c4bd3d1be71fd697de6ad731068b88099fb09ee7a6b4a45594
178241984,screened,True,3,9505,6279,3226,13.76,41.63,140ae9f56f4181e925b61ddf567e98b521ff099d4ebeb1c6b85095dbc96fb86c
179048228,screened,True,4,12979,6695,6284,13.83,31.01,dad158b3459762c2eee8134991545c113b1b7739b7c2f0838e84feec03a7dfee
179232002,screened,True,4,12981,3812,9169,13.81,22.64,5c8eb6be48b6c99597a2afcab446379f7a089cb4b8cdf1c32f73d7f0bc575008
179279545,screened,True,4,12179,3113,9066,13.79,28.46,f4bd2cc4fec9e3e731c3004e7d12b03500b3b54b199223c29ded8e3ad1949a1d
17970570,screened,True,2,6343,3333,3010,13.39,17.68,45efa2b0377001d22b10a617376c85d5b17f148eec1e2041384718e869cd3404
180628643,screened,True,3,8290,5694,2596,12.46,29.09,50e961507a3cf6f12e5a40a0e5091f8652b4806345f1e37a2710f59101bf3a9a
180671104,screened,True,3,7917,5375,2542,12.38,28.05,7d11e123ffd088a0f0ad06b9929b52b648664e717c7f3acbeeaa9a20fb810485
180672231,screened,True,3,8068,5527,2541,13.66,21.63,cf470d211e9abec51de6f52429bf26e19ab30f7d1ba9584e26613da9b185a903
180695497,screened,True,3,7963,5425,2538,13.61,30.5,5283df2412ab172a97071767aa1ea82257e52e52f0db52c78ae6b2a22311771a
180696669,screened,True,3,7932,5386,2546,13.96,34.3,ea98b07438b86cdc5f4670e5081d8506823378a5c19e57829b0d30082e401af2
180972066,screened,True,5,16038,9392,6646,12.18,26.95,eef7a7eafb6eb8436e796049b60bd23a99a69cce8df62fc7100a9249d4339676
183306102,screened,True,2,6824,3689,3135,13.72,39.85,b99dee0678eee521a23f72eff04c3dd563981a84863341e279078bb67f07df0b
183494855,screened,True,4,13071,6263,6808,12.91,27.59,6fa5ca0309848a08134bbf7dd6bbe764a00c04ac8ddc9906a7aa8fb9843222d6
183588144,screened,True,5,15080,6208,8872,12.91,22.74,3a409e84dafbfc290b79067b9f750d6b0c9ac2320ed71629aeb5b526fbfda4c8
183641863,screened,True,6,18693,6217,12476,13.29,38.43,3fbcaf33816690ac6eb670d4334223054723ab3c7226d2d20c4349577b2a63c8
186130100,screened,True,4,14128,6626,7502,12.96,25.79,22ee479a4f5e869494cd97ffd0445cd1cd9a489e10893b6f742bb3ff064a02a6
186236329,screened,True,5,17846,7615,10231,13.52,34.42,6c91ab4a460d80a9f24cf69bd710705bef17bf52ece1dfac99f0ea0561507e00
188691615,screened,True,8,23454,7641,15813,11.76,17.9,ebd0c5dfeee82119696525273088782cf21560d52c70f80f905b5b84aad5bc6b
188694544,screened,True,15,45845,23867,21978,13.29,32.21,9bb56db5d80037ff5e792854eed4de0ee57dbe71368ce873227936376a888bb0
188777430,screened,True,10,31155,18049,13106,12.71,29.16,878b17b63c4eb8007b13a6747de31f071c8e731af6140cc435d0d22b8a72227e
188777432,screened,True,10,31191,18071,13120,12.41,29.11,0780db0c7d1d31a14fb4aaa5eb678e2eabda421caaadc8bc70bacf1eb7cd75c4
188819782,screened,True,16,47132,26512,20620,13.11,26.91,7249e64ba2d5b296045745913e61ba39a3b83a5aa58839b9b125e05aa75c5359
189565557,screened,True,6,17281,5511,11770,11.2,14.33,1dbaaf62e7582afd1a8df015f777c9638d5bac2100a7dca66391f3b44079e412
190138951,screened,True,5,16382,6317,10065,11.1,5.32,5c5fad4152a170b6a9524bd769938b7e3fa31a8cc02ef0c09708fbf8b09bc112
192642951,screened,True,5,15757,3507,12250,12.89,11.26,52175b2afc5f9c635708c781c1e8197322fceb6d3f4d70d7324ead82c78bbe95
192847535,screened,True,5,16158,6887,9271,12.39,24.06,0caccccb9f5f363dd0e96ec963662ac90ae3fab4bb54768f36985e190805f852
192850384,screened,True,4,13169,6888,6281,12.75,34.27,d5f97db73cdc8e158b2dfa65b7faee1e8bf3f95b9350c36365a54bfa2b0f3d33
193948885,screened,True,5,14411,6703,7708,12.76,28.62,02ad353a1385d84b67bcb535e0906d998a33f7ab086da6d6ab2d11e4a1b66b68
196947528,screened,True,3,9056,5376,3680,13.79,47.22,8372c8e8f3a2dd18377e954fdd23133ddec9f79ce48538771adc3a20ab2fd7fc
197866266,screened,True,8,26271,9261,17010,12.09,27.22,929a5407850c49c8070bc06e27864e9699a0d5e419aa8ebf966e82bf52b99e22
197987557,screened,True,6,18681,6180,12501,13.6,27.76,531838d370348ed3207b959064fe7dc8b85995e0e93ee9b35fe07657611026e5
198080032,screened,True,10,30949,12377,18572,13.2,29.85,f21fe28968cb4fb3d1a9c4b8415bf5d4f92a0d8a7d94984a1e0d1f5d032ae61b
198104202,screened,True,4,11486,5857,5629,13.55,23.77,1cbf8677100697a4600a9151aab15a17a399acf569830e440b79b587ebec46f7
198150180,screened,True,4,9823,4405,5418,12.82,31.01,8b77f6f1ba9c88dd86008fb993e07edfe052b11a4ab30c14a3b0de404f565918
198313420,screened,True,11,31628,10607,21021,11.82,30.1,09c8846003bd9ee3c9b4fb41e1a40ded6e765444241520cdbafab21be61065ec
198614833,screened,True,6,19958,9254,10704,12.47,26.01,d3fe611398191b885f34fc5922eaa47c1d90683f251f967bd346da9505d71d30
19913469,screened,True,3,8217,5537,2680,13.95,39.31,71e551511c8d007a8bd03b22f672103968c085cd8a146730f2d9c40470948acf
199573123,screened,True,18,55064,27505,27559,13.36,37.36,1062214dbf22e6515081f7600d6b79be109d54d9d5d2e3fa60f11e98cdc413ac
199574208,screened,True,18,45726,22230,23496,10.16,14.84,3628d65ec7c300e600a4617ea29084b736b58b26846ba5f21c6bbf988e2d37de
199659329,screened,True,10,31602,15616,15986,13.07,35.22,543a96e960e2cd29e864e9c5dc20a9fa2c8de71b3ee8b4af6bde2f7bbeba7772
200368010,screened,True,3,9004,5772,3232,11.32,20.47,2ea8eab43e62559d1f96f563ac8033cb2072013cdb605f2ea01b983a689f5f51
200784259,screened,True,5,14515,6195,8320,13.01,25.97,898a7b75cb169368d3e57da4d6a26c81ab49558e6b63644f5132d74e9cd5ca9e
200805651,screened,True,4,12022,6557,5465,13.33,33.47,767df89e44caba416ca14a2b8205f89b003789fd145016d2281289665c63b545
200924141,screened,True,2,6645,3873,2772,13.86,28.5,16591e1b941e646029d1dcfe60576266584aa3ae097fcfbb4389ca1745676c1a
201251167,screened,True,10,30417,7354,23063,12.36,23.75,47d2c0041ff2b51c4522f2da96fe9075f09b5b0c371b1ba38a43a2ad38ddcbb0
201289286,screened,True,11,33111,8957,24154,11.58,23.8,07851de9c1e3281d542b25567eb3b36db5350ad9c1d9c066486175d066da2db9
201292812,screened,True,6,18321,7357,10964,13.2,35.31,f0c8d891960812ce7312ab67ed17ae7583415f1b4ab5ddf91175804dad88684e
201688405,screened,True,5,15603,6160,9443,13.84,18.07,fb5b1de1db605966af4f9c6890037b76ac70de67891d26af55b8f04637b47fea
201792346,screened,True,7,21280,9124,12156,12.33,14.68,9b3ec072c1214219a8b04e6b68ea13fbcc2c900ece66b6e8cd53c02fb01c017e
201794109,screened,True,6,21268,6358,14910,13.25,34.52,857cd5cec8236ff93d242e88b880da4f2fa053e25c6d7e3c6880812645a9073f
201878287,screened,True,7,21798,8481,13317,11.15,10.06,bb26ec0f23feb3e87f76dac14d4727bda3d753979334dc577403918eb3055774
202280283,screened,True,6,19394,3668,15726,12.11,15.06,26da2ae8cb10a34fd6602ee1db07198e68f983bb275559f0a906b1c8a99fb4b5
20305594,screened,True,6,12786,5702,7084,13.03,17.61,46b255f54e9dd5d1e12a9d87d16d28a98e3b4e76dfa662e343eb135ff2762070
203476189,screened,True,3,7938,3596,4342,13.34,24.02,d313c1847582c8ac61227b1d84c33bf46bdcf95080f81a66de79720528af9cd7
206361339,screened,True,11,33179,9177,24002,11.74,19.46,75a01fc62a96560d1218b4b34dd6ae58af41e72382c72133198e4b5aa3b8fdff
206402318,screened,True,5,17939,6504,11435,11.41,12.28,d1b98be8da034db958e0ab048b7ce78b951875e6cbc7738cc3c02337acd70e58
206496404,screened,True,4,11792,6436,5356,13.78,45.05,b05591e490ca99295169ab69914db764c97e8aee0226094cb5e52ee9d5582bc0
207148580,screened,True,7,23624,8682,14942,12.21,22.02,4f2b4bf32294e0e94ae0685a92ecc12577dc0f2493a4a2013f95f86f95085464
207211020,screened,True,2,6138,6138,0,13.87,41.75,1f90687f8b15069389ddfc4d47e5f1cf239e3ad475bc4a1910ea85fffac4119b
207238086,screened,True,8,27384,9379,18005,12.46,22.59,60423fa11166cab9544977aa13a688f918b1d99c25aa73716fb11033043cdc75
207339173,screened,True,8,25014,3668,21346,11.44,14.42,fa1f85591698950ab1731274dc7b379b0dfd2e4fb26befff7b3526edd8d92b55
207339690,screened,True,7,23580,3865,19715,11.95,17.8,5e8a5f73385c75ce27b34e03c39240c04f52af81d6a81f7dbcf283581d6ed8dc
207398617,screened,True,9,26079,12937,13142,13.81,36.99,be55be5e3ca4281333f614e1bb6f0fb19609733a5baf6527b75d8ace4cbca899
207491443,screened,True,18,50097,19057,31040,11.76,28.78,7ab4d3230e3a01bde37b7cf38d419c42980b5952e4b977231ac0f24d8e72cf50
207492082,screened,True,13,35925,14054,21871,8.02,6.47,1c6b2f1632fe5c1cc09ef67094ed6a74f63a0077c3354288f92a156ec576d059
209394625,screened,True,3,9368,3679,5689,13.19,23.85,1381f98fc60681a7fbd254ae3acfa4491c10b12dcba514ee1320596619219a7c
214972970,screened,True,3,9114,3491,5623,12.64,16.17,7fe5f3f014e469b30b00c7148fa67e3d507db23bcbd5fd7cfb0bb184950a966a
215402573,screened,True,3,8730,5407,3323,12.66,33.84,004e21f155b07d05474a76fb52c97e0013d51b40dc2f6005715ef4e078342adf
21650187,screened,True,4,13151,6864,6287,13.54,26.67,30257e5a3dd7d5e4fe9ed2a798bd7d0cd7ccf2c4fd44bc669cca3d7022832239
21898604,screened,True,2,5422,5422,0,13.6,31.31,89691a066564be65cefca03cbc3417ba057dbc962727ea391df217792f1d2681
219004642,screened,True,10,31544,9902,21642,8.73,10.93,f88e34eec696233ea27e393aa60413c1f53fd80da16b64bcdc5afb72f2497c36
219037593,screened,True,4,12011,6522,5489,12.81,27.6,8e28473738c1779a223d942c9d69cc0f023909fc05c93f389b427e7966e4872d
219223683,screened,True,6,20827,8654,12173,12.26,28.47,58fe0c49cc2b95cafa89d4e6cdc176d0789ddc02db24cdff2a9cfdd33a761691
219223742,screened,True,6,20972,8729,12243,10.51,7.11,aeb6b5fb02f2d40f6f824ed79c9eeb0009c6de70b3115625b2e06213f0f7916d
219244444,screened,True,6,18617,7420,11197,12.63,21.19,db53b6d9cd98a717ab04b10f4cc63b9d32f537e3ca6d701d78f198273f97aa39
219369255,screened,True,18,53894,17315,36579,11.94,23.0,fa20631702faa4500eecb60f7ab766aabef08d2f4d5e077f82a5c5461ac05a0e
219376911,screened,True,16,51000,13407,37593,11.91,27.71,08c42fe1375697336989185b8404b02c7da1a6e9f63518cadc8d30527d79a77d
219432571,screened,True,12,38614,10488,28126,11.54,26.64,3379337340560b1de22bc04f4d047f7ed73ac1240895e3cf6e5fca34b0a589f7
219463771,screened,True,11,26868,5695,21173,10.25,13.25,e0ca89eafebb8edf68f28efaabd5ebe66f6bdd20bdcd7f8c94d2c3be2efb6c6c
219480910,screened,True,4,11406,6851,4555,13.94,45.68,0d2155032e2452c15b4cf499e6b30b82fce1a39148073fdfaaf68649a1d8018b
219502530,screened,True,4,12367,6794,5573,13.11,33.79,1b94378ec0d39650cdf9c05f18b059f192678f063099c02a110ee7a2500744a8
219704346,screened,True,4,13532,3866,9666,10.08,12.28,90b45c2cdc656b29101dbbdd8b1a1848a3786294b20f81562dddb501bf991350
219733024,screened,True,14,45268,20124,25144,12.78,31.89,58547e7a582b82cf2b25771d783e1e07ae96c11d0d5e7a2661789446242c83e2
219773818,screened,True,18,54123,28003,26120,13.11,24.02,7410718f04efb1f1b40a5e3fa2651e7a98da35456df29012b8a256dde7a68f6d
219775481,screened,True,18,54316,28011,26305,12.97,23.72,34d8c0c01361a69f3329c9cd327d74c05c3d59c17b4f885d5dae7f440cf9046a
219823668,screened,True,5,13029,5843,7186,13.54,36.92,a24cf101e4b0a890d1320ed8cddf8dd9d1850cceb7a11772b967b1545c4ca61f
219824489,screened,True,5,13020,5842,7178,11.78,21.19,7c86b9518446dd695a7a09f8fed72f7be3205901c3a944679f479e4ff6f43298
219855010,screened,True,18,54628,28301,26327,13.27,29.95,ca7090b51887fdc3900551b051d0217d1a06328d47cac25c0d1d4c91601253a7
219872288,screened,True,18,54761,28262,26499,13.87,36.06,f21fd5f98ae32f68fb83589de7291ddca3fe94bdbbfc82f5bdf0733c5a0cede2
219881072,screened,True,18,53819,27511,26308,12.97,24.97,7e4efcacec90f256d1e73b98c8b54fb29f881a623f27391129929c56316341c4
219884888,screened,True,18,54517,28852,25665,11.36,18.94,82963179eafffe7b8e1bc228f5c59875bc0ccecf7a56df89050cc28c0f5a4ff8
22007699,screened,True,2,5774,3179,2595,13.64,28.1,b04e6af1f41d52814460e6651c41f20d7332e5119da4bff6730d00d7ff3c333a
22021999,screened,True,4,11257,5586,5671,12.24,25.76,c910ad6ffcc5950420bb61bf49c6f7a46b0f5e5deb95c29da262599791c44a18
220423218,screened,True,10,30203,12765,17438,12.99,31.44,9c62a25b2eb60263d4410f772c80cf55a2b21bed66bda960555adc4e17dff278
220433363,screened,True,18,40458,18446,22012,8.71,11.09,9dca4ad16376dee8a96fed98d6af8ece811b669eb45bb4f384256675e1ca85bd
220433364,screened,True,18,38419,18468,19951,9.43,11.09,0d3c0e60624962872f4dff12752708d30d66fcf2a034d22be4e2d9bdee0a4a21
220554236,screened,True,8,24671,9894,14777,12.62,34.41,82e818c413ae4265afa87512c497ef272ffc239070af6ac0b1a086b683dbe5f8
22413602,screened,True,3,9904,3865,6039,13.98,30.44,e2ee0c7a40a12d580520cd01b72eb7534731e660afb7d8864d2587caddfe29a3
224289450,screened,True,4,12903,6871,6032,10.82,15.24,1b59a909edc8a5da33bbde4c6cfb53670d317ef89221fda8fb553ec8c8a79515
224303868,screened,True,4,11239,5443,5796,13.4,36.84,49e69a0b746dc423464669d32ea7444bc8dbd8d974aa64c29e869ef2c42130ed
22535327,screened,True,6,19890,6888,13002,13.09,15.88,c54afe44cfac5ef80a2cdbb876b248a3ba84bda53f99f09c00deebcc0b02f57d
22742321,screened,True,3,8136,5577,2559,12.86,31.91,afaef2d327142b1219d0d254b3075342ce983373f33b2879e739f58a37924a71
22872366,screened,True,2,6510,3620,2890,13.92,30.38,f376107c6331e59c71b809a9b08f7851543a565151e8f533f51e29f23a32bc4d
229142295,screened,True,8,24496,6255,18241,11.18,17.45,f1b4e84fdaf2995c5bacf58a9b7f1628976d216bd8a28233462e10d2ff47a5ab
229152539,screened,True,9,30577,9130,21447,10.92,13.41,f3379db64ceb9cf132249e7fa122fc58802203d86ffbf6faf8cfc917c4be0115
229157898,screened,True,6,18494,6273,12221,12.22,21.99,76416531a734bb61756f41066b567a277e1cd4d4f93bf15f31fdb1bb259c44a7
229158889,screened,True,2,6240,6240,0,13.98,42.23,37523181f4b700644c621b104aa70fa3449b8a06204768965a3b4ef4d4b54d3c
229400552,screened,True,18,54204,27138,27066,13.66,40.06,71ee09a33bf0278a272e3c968a5abd0d602e53574f1c9d5ebea728b5434d5969
229404121,screened,True,18,53992,26964,27028,13.88,34.4,3a15130dda3ea3f2beed010d8ed814959b42b5b3d9274c6003ed4da01e7fb6b3
229455419,screened,True,18,54485,28181,26304,12.74,31.87,c16797fad08310c14cde970e8fe6d777df01f1e01554c741caa503a653658391
229535299,screened,True,6,19405,6641,12764,12.72,27.52,36cdeaa1cefc393041761d4043244dd2ffb67338f8ef0d5d91c51d89c72ac33a
229535724,screened,True,5,16983,6595,10388,12.72,32.32,ecacb9c0857c081a3a203b4cf2f6aee3e8b17d2b08a68751f71c2c83ad7badc9
229565468,screened,True,3,8081,6611,1470,12.75,25.48,61f3b60665ae03fe377bc1a880c7a16c1d94d1e33f7dff01dffe38d821f1a415
229572009,screened,True,3,8065,6609,1456,13.28,37.4,876ce4dfe415d35dbb02ac47658f8f0c7fae94963345a63eb5bf3390857b316a
229575381,screened,True,4,9341,6349,2992,9.85,10.01,aa65098dc6b73a06697b00fd6cf3e819fb816ecc95e807dc145f25622a394395
229614158,screened,True,18,52302,28487,23815,11.84,23.67,3905663ef73ccdc9e5d396f6f5cea1b9d7545cfec58451f8730ddec96598cf57
229647609,screened,True,18,55774,27982,27792,13.75,24.38,2949a70c6237cc96de51d67ff1956eb3dfb96d6b1f323b015df3d861a5b70ed7
229738650,screened,True,17,52457,26794,25663,13.68,35.95,caf092dbf61324642d164a4cb40bb133460f040860c2ffae07a1a8f7f1ff05f3
229744768,screened,True,18,54617,28445,26172,13.61,40.81,072194b688a2113361a3814f654a7c085b0ddd8e274d7f7cb4acd2efe5814778
229943561,screened,True,18,53555,27168,26387,11.92,30.2,8b99c2bd3aa1321aa9c9c0c838eb0683137b52d78545f6b855335d5e50ad9cd3
230050730,screened,True,18,53841,26821,27020,13.1,33.3,a2a1ff612da188280b7d61d6f1e81973887919fb346858ec0755c5d580c82927
230060668,screened,True,14,39213,20921,18292,12.13,25.07,8010c6f80fef93255e3a9d439d3d0ea673aa7f1ea37a2b2d436e318efce39d08
230090756,screened,True,18,52931,27196,25735,13.31,30.36,4102a751282c53872a55233778f132dc177261d762ab7634db7c2e319b3680dd
230235775,screened,True,7,23070,10451,12619,12.52,34.67,61e3876c305de3dbed19bc790865c6ae3fcc9bf9aeeeed2950179bbe969ba370
230437453,screened,True,4,11510,5243,6267,11.93,17.8,bde25a605afc1905d3a31ff5996c9a1bc8cacbedebb2646ee6864cbb8b198a3c
231008047,screened,True,4,12162,6240,5922,13.91,33.33,522ab3ee960d55cd0929be0fad252f6d32dce6f12a21a86d287021c3c05a709e
231022436,screened,True,3,9207,6241,2966,13.15,34.27,849e1c93c4759010c9a3e47ce041f3bdeed37a03e72eadd3e97982874f8a4722
231057252,screened,True,4,12137,6230,5907,13.58,32.52,aa39837a76b7b746bccc9b896cc55f0405595d976acf576ec6e147272788559b
231290860,screened,True,4,14419,6024,8395,12.19,27.26,cce9d4fc14d014118934c29def82a7854c55396fa69f6bb5dd5dfbf48f7617bd
231733039,screened,True,13,39847,12439,27408,12.24,14.58,8c61d4f0846dd77f99e4f13c46feab05e2ac43fca127980196a1bf6ab0d6ec22
231815113,screened,True,18,54927,20946,33981,12.96,24.67,bcbe1df32c182322f5010de296372f022b75f3cf6e646b09d42211695e940cd3
231833973,screened,True,8,25190,7245,17945,11.71,24.46,ef23f7a7bb637c1039aef288731cd5a60af67bba2a5c3566ad597c8f4c0c97b8
231917352,screened,True,7,25024,9532,15492,9.74,11.18,eb423669e0f1c16975cd89ad7f680ec1e63f88f279fb9d3fcb8acd5e62ff7d4f
231973593,screened,True,10,34588,10164,24424,13.38,24.86,eeb03fb1b68e7f91b2cdcb7da4bcc4165caecbee6887b3e7cc9a00d901919118
232048036,screened,True,6,19386,10211,9175,13.66,32.68,0e28d3afda4799ca5b6c405010423569411f51ebfe6e64185afa8d30d9971d52
232075203,screened,True,8,24947,9132,15815,12.7,32.9,0d1889a9d92ce9417514322b24792a87a6acd320ff2a771aa8b42cb64ead5189
232521209,screened,True,9,30089,7419,22670,13.47,32.52,6f68efd3e13c759f5ff71de4ed8347c5fe543f741703f8d99554f3b3981a44d2
232524921,screened,True,7,23931,7368,16563,13.55,40.08,5ac8190c73ae59d75274e798c9d4d936c27d29aa5b46c52dbe3da354e9dcbb44
232607684,screened,True,18,53618,27846,25772,13.62,22.22,cee283187a527129148b6bb41464cb01f9eea0dc77bb5dc02cf74eb2fac09615
232612888,screened,True,18,54467,28049,26418,12.72,24.54,71c147289ff46f2c0e6f93eebf89ecf78b29b001dcbeb0a23b6844292b0a5dc7
232814030,screened,True,3,8849,5243,3606,13.97,44.51,5c57120bfba6e24191b7469e7db5871740bd6ba3d3bc199ea7998d0c28a2a0b8
232970271,screened,True,9,27294,6463,20831,13.51,18.02,552716dd76887d81f744b46fee4be7e60c830a068d83df9ad301d7ec8d35328a
232979974,screened,True,10,26770,7692,19078,11.42,26.25,d3a3dc4e74440e99a2cef50aa6f0dfd61b7d1057b0f6eaebeabba52fb3bd3932
232981773,screened,True,8,23093,9453,13640,12.76,25.89,aff8cd5405610c7df1da00bff56ab17ca443c394d9442594df2851ba3ddd36ed
233049114,screened,True,18,55287,21916,33371,13.68,34.9,b2ee063b77daa6d130144d07fb2d07ab376620c97b7d2f4022bbf56c268a91b1
233068870,screened,True,18,55509,28037,27472,10.34,7.78,079d0fc016000fe82a4599e46cfc9c02ec5c8dd9b332dd49013421a9c2022f1a
233070089,screened,True,18,54713,28519,26194,13.67,31.97,cf4330e02e88f8f6e94589a3b13c750ac9759e5103cdc045019ef88f99322337
233170203,screened,True,10,32856,19561,13295,13.38,32.2,8d2cf8f9019f115a95192f03051fe915dc80b25d8ea7c2b1257d437cf991f869
233176655,screened,True,9,28129,8856,19273,13.41,33.95,dcfcddbe5c0fe34222d6391a42942151c8b04e3f2a352e939370b4cbf1bdc02d
233306304,screened,True,7,23404,13311,10093,13.83,37.38,93fa1551e232156eb337a7caf6567ce980cd3fd1c3a27bc783e873a8a8d8d150
233461993,screened,True,5,14614,6594,8020,12.27,29.26,b1c6ad63582da171c92975ab3e54cca1992c7c79eeb5fb602b998e3203c8fa78
233463911,screened,True,5,14558,6548,8010,12.74,25.82,ddc61e3278a747709218608a414fb192408313f8d733139b38f71aea81f7f556
233640927,screened,True,5,14455,6721,7734,12.34,21.11,2820538285988c6fef1ce6072ea69502e5cb93a18d36238ce50c34948f973208
233738219,screened,True,18,54318,27889,26429,10.99,18.51,f77c592515675f9958ccd9abeae4997c31042d317f449132b9f5a803c97f312c
233959273,screened,True,6,18025,6217,11808,12.57,31.18,87d24934c1be12905b7c5ba063a6fb700e8c3819b567b6685f1f8392d5c70170
234504902,screened,True,6,19379,7357,12022,12.15,29.01,dc2edffc992ef9ea9949301f3a7b1443de3277846752ea5d7768195d09fb3369
234526939,screened,True,8,24995,7209,17786,11.1,12.47,887f647ceafc80c3541e8348aa96d232980a808df71d498b51f6841d470e119a
235062311,screened,True,4,13104,6856,6248,12.73,30.45,8f32caf01a43d01bdacf935c628df6a420c073be7111f9065bea145d38d2796c
235564220,screened,True,9,23654,7567,16087,11.12,16.41,f1a0acbcfa7dbf1241006e09d5375cd3216ad72023dd412e6697506ae4f1afe2
235711434,screened,True,18,57402,30360,27042,13.55,22.79,fb094576805b8fa2009ccbeedb154553108abc5f19e57acc76bcecd4d3213db8
23580752,screened,True,5,16243,6016,10227,11.97,20.58,8be66adbecbf07d2976a8c19137486d0a45ad63a55c1bf2783e5a47933f31f5b
236320474,screened,True,3,8047,6579,1468,13.72,35.99,aa1da83acde0c25263f52b9f4ba8ede76dd7cd8c8b92c29f1d6202ba09081a92
236391010,screened,True,4,10013,6578,3435,13.11,27.85,471bbe107d285d009e842699a0873941e184700e2b270f4548ce602c50656641
236770208,screened,True,18,57292,28406,28886,12.49,18.86,b5efc62cd155c1c6a3e925fb2d069bbd6f69dc02f8ca3180584a266e32d7a8b1
236874149,screened,True,18,56321,22696,33625,13.15,38.89,823f8e734e52d6994b980d95f15777e16f8e2b6c311b4a910033ab329ee9895f
237076895,screened,True,7,23045,13999,9046,10.79,21.54,16f13e12739ef7aceedf8b73ab9b878f0fc26eef1df482c952ea5c1e8226029c
237199341,screened,True,18,54968,28386,26582,11.88,25.12,cdc6c95fadefb4ee299490774227145a6c77bcb0fe8d95d2885191d9823ad562
237915132,screened,True,18,57270,18095,39175,11.88,24.73,9714236b7284dadb6607621c08b0248f2cf3cf6626037640238982e3133fbe2f
238010220,screened,True,10,32149,10349,21800,12.77,23.22,a43cd1b1ac60eb549dadcaec05b51609f84410b5998e6ecb01df6c99854841c9
238022708,screened,True,3,8635,8635,0,13.87,42.84,5db9ce3b23ee2f094680521faa93ede96b1ec4310ab00423126c0a5e0e1e05c0
238030337,screened,True,7,20654,9316,11338,12.89,27.53,c4ff65f985be76ede2e9143d1d74d1521b14782684cb3c9b94260800f635168b
238034112,screened,True,9,27326,9399,17927,12.97,24.25,afe0200cfb533e934b8dfa6b11607e6680536f54d6b6d5709565fa42050d579c
238041040,screened,True,6,17860,9404,8456,13.01,31.78,885ee78a6df5cfdfd1555efbd2bd0ee0c2ef20b12d0954ffed0b12485d4e1f2e
23872097,screened,True,3,7483,2980,4503,12.72,28.03,d083727389e8ea704ee67540a781afdccea507a371da5c40e34789e63b19bcaa
238950307,screened,True,10,34408,10175,24233,10.76,11.66,72468ea2c8a512e25c5142b0dc99a65a0c689c879bb39918d255fa8b715dd9ce
